City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
231,Lyubytino,58.8122,33.3922,overcast clouds,47.7,84,100,4.11,RU,2022-05-16 17:05:19
232,Mogadishu,2.0371,45.3438,clear sky,80.6,83,5,7.89,SO,2022-05-16 17:05:20
233,Raudeberg,61.9875,5.1352,clear sky,61.5,70,3,7.28,NO,2022-05-16 17:05:20
234,Los Llanos De Aridane,28.6585,-17.9182,few clouds,70.1,74,20,2.57,ES,2022-05-16 17:05:21
235,Ekibastuz,51.6667,75.3667,scattered clouds,66.2,42,36,5.26,KZ,2022-05-16 17:05:22
236,Nemuro,43.3236,145.575,overcast clouds,43.9,86,98,6.12,JP,2022-05-16 17:05:22
237,Semey,50.4111,80.2275,overcast clouds,69.1,36,98,3.79,KZ,2022-05-16 17:05:23
238,Rawson,-43.3002,-65.1023,few clouds,53.2,58,18,3.92,AR,2022-05-16 17:05:08
239,Urumqi,43.801,87.6005,clear sky,65.4,45,0,2.0,CN,2022-05-16 17:05:24
240,Tucurui,-3.7661,-49.6725,overcast clouds,86.3,70,100,2.02,BR,2022-05-16 17:05:25
241,Pacifica,37.6138,-122.4869,overcast clouds,65.6,84,100,5.14,US,2022-05-16 17:00:41
242,Batagay,67.6333,134.6333,overcast clouds,24.5,95,96,1.22,RU,2022-05-16 17:05:26
243,Bay-Khaak,51.1667,94.5,overcast clouds,57.5,65,100,2.84,RU,2022-05-16 17:05:27
244,Road Town,18.4167,-64.6167,scattered clouds,86.0,66,40,6.17,VG,2022-05-16 17:05:28
245,San Andres,12.5847,-81.7006,moderate rain,75.2,100,100,7.72,CO,2022-05-16 17:05:28
246,Laguna,38.421,-121.4238,clear sky,69.1,59,0,4.12,US,2022-05-16 17:05:29
247,Sorland,67.667,12.6934,overcast clouds,37.3,61,94,7.17,NO,2022-05-16 17:05:30
248,San Policarpo,12.1791,125.5072,overcast clouds,81.1,85,96,4.14,PH,2022-05-16 17:05:30
249,Isiro,2.7739,27.616,moderate rain,67.3,98,89,2.14,CD,2022-05-16 17:05:31
250,Sao Jose De Ribamar,-2.5619,-44.0542,overcast clouds,91.8,67,90,4.59,BR,2022-05-16 17:05:32
251,Noyabrsk,63.1994,75.4507,light rain,54.1,70,63,4.32,RU,2022-05-16 17:05:32
252,Severo-Kurilsk,50.6789,156.125,overcast clouds,35.7,95,87,4.2,RU,2022-05-16 17:05:33
253,Ketchikan,55.3422,-131.6461,light rain,44.8,80,66,4.75,US,2022-05-16 17:05:34
254,Lubao,14.9167,120.55,overcast clouds,80.3,95,100,2.73,PH,2022-05-16 17:05:35
255,Sitka,57.0531,-135.33,light rain,41.6,86,100,1.09,US,2022-05-16 17:02:00
256,Victoria,22.2855,114.1577,overcast clouds,69.3,82,96,4.47,HK,2022-05-16 17:00:58
257,Saint George,37.1041,-113.5841,clear sky,87.6,9,0,0.89,US,2022-05-16 17:02:58
258,San Juan,-31.5375,-68.5364,clear sky,57.9,30,3,1.2,AR,2022-05-16 17:05:07
259,Kaeng Khoi,14.5862,100.9976,light rain,78.9,84,95,0.9,TH,2022-05-16 17:05:37
260,Palana,59.1167,159.9667,overcast clouds,33.5,86,100,2.6,RU,2022-05-16 17:05:37
261,Tabou,4.423,-7.3528,overcast clouds,82.4,78,100,3.43,CI,2022-05-16 17:05:38
262,Jalu,29.0331,21.5482,clear sky,86.2,21,0,3.55,LY,2022-05-16 17:05:39
263,Cherskiy,68.75,161.3,overcast clouds,35.0,89,100,4.26,RU,2022-05-16 17:05:40
264,Nome,64.5011,-165.4064,broken clouds,34.2,75,75,5.66,US,2022-05-16 17:05:40
265,Ambanja,-13.6833,48.45,clear sky,73.7,84,6,1.41,MG,2022-05-16 17:05:41
266,La Serena,-29.9078,-71.2542,scattered clouds,58.5,67,40,3.6,CL,2022-05-16 17:05:42
267,Dunda,-8.1167,34.25,broken clouds,68.1,58,72,3.48,TZ,2022-05-16 17:05:42
268,Halifax,44.6453,-63.5724,light intensity drizzle,54.7,97,100,4.12,CA,2022-05-16 17:05:01
269,Rzhaksa,52.1338,42.0264,scattered clouds,46.1,75,33,4.01,RU,2022-05-16 17:05:44
270,Merauke,-8.4667,140.3333,overcast clouds,78.0,73,98,3.48,ID,2022-05-16 17:05:44
271,Hobyo,5.3505,48.5268,broken clouds,81.4,80,56,11.31,SO,2022-05-16 17:05:45
272,Havelock,34.8791,-76.9013,broken clouds,85.0,78,75,6.17,US,2022-05-16 17:02:57
273,Zyryanka,65.75,150.85,clear sky,34.8,91,7,6.89,RU,2022-05-16 17:06:47
274,Tamandare,-8.7597,-35.1047,scattered clouds,83.2,73,42,3.69,BR,2022-05-16 17:06:47
275,Ilulissat,69.2167,-51.1,clear sky,33.8,44,0,2.57,GL,2022-05-16 17:06:48
276,Kaduna,10.5222,7.4383,few clouds,96.8,11,13,4.69,NG,2022-05-16 17:06:49
277,Aykhal,66.0,111.5,overcast clouds,33.8,98,100,2.08,RU,2022-05-16 17:06:49
278,Katobu,-4.9408,122.5276,overcast clouds,75.8,94,100,1.68,ID,2022-05-16 17:06:50
279,Geraldton,-28.7667,114.6,clear sky,52.2,87,0,4.12,AU,2022-05-16 17:02:37
280,Vilhena,-12.7406,-60.1458,overcast clouds,76.2,64,100,2.55,BR,2022-05-16 17:06:51
281,Indiana,40.0003,-86.2503,clear sky,73.9,47,0,6.17,US,2022-05-16 17:06:52
282,Vanderhoof,54.0166,-124.0198,overcast clouds,48.7,76,86,3.15,CA,2022-05-16 17:06:53
283,Airai,-8.9266,125.4092,clear sky,58.0,83,8,0.78,TL,2022-05-16 17:06:53
284,Kupang,-10.1667,123.5833,few clouds,76.0,85,14,3.01,ID,2022-05-16 17:06:54
285,La Ronge,55.1001,-105.2842,overcast clouds,35.8,87,100,5.14,CA,2022-05-16 17:06:55
286,Tomelloso,39.1522,-3.0243,clear sky,82.5,26,7,4.38,ES,2022-05-16 17:06:55
287,Novoagansk,61.9449,76.6625,overcast clouds,54.0,75,99,3.24,RU,2022-05-16 17:06:56
288,Samarai,-10.6167,150.6667,scattered clouds,79.1,77,27,1.92,PG,2022-05-16 17:06:57
289,Kizema,61.113,44.8302,overcast clouds,48.5,87,100,1.98,RU,2022-05-16 17:06:57
290,Komsomolskiy,40.4272,71.7189,broken clouds,72.3,53,58,1.03,UZ,2022-05-16 17:06:58
291,Nalut,30.3333,10.85,scattered clouds,89.8,10,50,5.1,LY,2022-05-16 17:06:59
292,Bathsheba,13.2167,-59.5167,scattered clouds,86.6,74,40,8.75,BB,2022-05-16 17:06:59
293,Talnakh,69.4865,88.3972,overcast clouds,39.6,89,100,3.58,RU,2022-05-16 17:07:00
294,Mehamn,71.0357,27.8492,broken clouds,37.3,70,75,8.75,NO,2022-05-16 17:03:12
295,Nuuk,64.1835,-51.7216,clear sky,36.2,60,0,4.47,GL,2022-05-16 17:07:01
296,Belmonte,-15.8631,-38.8828,overcast clouds,79.9,76,89,2.23,BR,2022-05-16 17:07:02
297,Dikson,73.5069,80.5464,overcast clouds,33.5,99,100,3.17,RU,2022-05-16 17:07:02
298,Anadyr,64.75,177.4833,clear sky,36.1,69,0,3.0,RU,2022-05-16 17:07:03
299,Faanui,-16.4833,-151.75,light rain,81.0,67,87,4.97,PF,2022-05-16 17:07:04
300,Urusha,54.05,122.9,scattered clouds,29.6,63,40,1.69,RU,2022-05-16 17:07:05
301,Le Port,-20.9373,55.2919,broken clouds,73.4,77,67,2.28,RE,2022-05-16 17:07:05
302,Newcastle,-32.9272,151.7765,clear sky,59.7,76,0,3.6,AU,2022-05-16 17:07:06
303,Kaseda,31.4167,130.3167,overcast clouds,62.8,70,100,4.1,JP,2022-05-16 17:07:07
304,Bayan,46.0833,127.4,scattered clouds,47.3,38,30,2.9,CN,2022-05-16 17:07:07
305,Antsohihy,-14.8796,47.9875,clear sky,76.5,59,4,4.02,MG,2022-05-16 17:07:08
306,Dunn,44.95,-91.8835,clear sky,68.0,34,4,8.75,US,2022-05-16 17:07:09
307,Mount Gambier,-37.8333,140.7667,overcast clouds,51.2,65,100,4.07,AU,2022-05-16 17:03:44
308,Paka,4.6374,103.4368,overcast clouds,77.0,88,100,3.91,MY,2022-05-16 17:07:10
309,Atlantic City,39.3643,-74.4229,broken clouds,78.0,77,75,3.09,US,2022-05-16 17:02:11
310,Hasaki,35.7333,140.8333,light rain,57.6,92,100,7.92,JP,2022-05-16 17:07:11
311,Haines Junction,60.7522,-137.5108,overcast clouds,40.1,69,100,1.73,CA,2022-05-16 17:07:12
312,Luis Correia,-2.8792,-41.6669,scattered clouds,89.6,66,40,4.12,BR,2022-05-16 17:07:13
313,Balykshi,47.0667,51.8667,few clouds,64.4,42,20,4.0,KZ,2022-05-16 17:07:13
314,Muros,42.7762,-9.0603,scattered clouds,70.7,71,45,6.95,ES,2022-05-16 17:07:14
315,Matamoros,25.5333,-103.25,clear sky,87.9,20,0,3.09,MX,2022-05-16 17:06:41
316,Athabasca,54.7169,-113.2854,overcast clouds,55.4,52,100,5.67,CA,2022-05-16 17:03:53
317,Champasak,14.75,106.0,overcast clouds,73.9,99,100,0.55,LA,2022-05-16 17:07:16
318,Namibe,-15.1961,12.1522,clear sky,73.2,66,0,5.73,AO,2022-05-16 17:07:17
319,Biak,-0.9131,122.8766,overcast clouds,76.4,86,100,1.24,ID,2022-05-16 17:08:18
320,Umm Lajj,25.0213,37.2685,broken clouds,81.1,66,53,4.42,SA,2022-05-16 17:08:18
321,Paamiut,61.994,-49.6678,clear sky,34.2,80,9,7.69,GL,2022-05-16 17:08:19
322,Magdagachi,53.45,125.8,scattered clouds,30.9,78,50,3.28,RU,2022-05-16 17:08:20
323,Kataysk,56.289,62.5841,light rain,52.3,89,100,6.34,RU,2022-05-16 17:08:20
324,Nampula,-15.1165,39.2666,broken clouds,71.5,78,75,3.6,MZ,2022-05-16 17:08:21
325,Prince Rupert,54.3161,-130.3201,broken clouds,44.7,76,75,6.17,CA,2022-05-16 17:08:22
326,Sayyan,15.1718,44.3244,clear sky,67.3,10,0,2.95,YE,2022-05-16 17:08:22
327,Bowen,-20.0167,148.2333,clear sky,71.7,86,6,1.86,AU,2022-05-16 17:08:23
328,Uto,32.6833,130.6667,overcast clouds,60.5,75,100,0.48,JP,2022-05-16 17:08:24
329,Ilhabela,-23.7781,-45.3581,broken clouds,70.3,85,59,3.27,BR,2022-05-16 17:08:24
330,Burnie,-41.0667,145.9167,few clouds,46.9,81,15,6.83,AU,2022-05-16 17:08:25
331,Hualmay,-11.0964,-77.6139,broken clouds,70.4,67,72,4.65,PE,2022-05-16 17:08:26
332,Bakel,14.905,-12.4568,few clouds,110.4,4,15,6.24,SN,2022-05-16 17:08:27
333,San Pedro,14.35,121.0167,broken clouds,79.8,86,75,1.03,PH,2022-05-16 17:07:02
334,Sohbatpur,28.5202,68.5434,clear sky,97.4,8,0,0.44,PK,2022-05-16 17:08:28
335,Mana,5.6592,-53.7767,overcast clouds,84.0,75,100,4.39,GF,2022-05-16 17:08:28
336,Nanortalik,60.1432,-45.2371,overcast clouds,37.6,74,100,3.0,GL,2022-05-16 17:08:29
337,Roebourne,-20.7833,117.1333,overcast clouds,73.7,74,99,3.14,AU,2022-05-16 17:08:30
338,Namwala,-15.7504,26.4384,clear sky,63.0,41,0,3.06,ZM,2022-05-16 17:08:30
339,Vestmannaeyjar,63.4427,-20.2734,clear sky,51.0,81,0,14.4,IS,2022-05-16 17:08:31
340,Manzanillo,20.3433,-77.1167,overcast clouds,87.6,54,93,2.39,CU,2022-05-16 17:08:32
341,Palmer,42.1584,-72.3287,broken clouds,83.0,55,75,5.66,US,2022-05-16 17:05:48
342,Beringovskiy,63.05,179.3167,clear sky,35.5,81,1,2.54,RU,2022-05-16 17:08:33
343,Aitape,-3.1374,142.3475,broken clouds,79.8,83,78,0.86,PG,2022-05-16 17:08:34
344,Eyl,7.9803,49.8164,broken clouds,82.8,74,74,11.04,SO,2022-05-16 17:08:34
345,Kurilsk,45.2333,147.8833,clear sky,44.0,68,0,2.96,RU,2022-05-16 17:08:35
346,Shenkursk,62.1091,42.896,overcast clouds,52.7,60,100,3.62,RU,2022-05-16 17:08:36
347,Banjar,-8.19,114.9675,overcast clouds,79.2,89,98,0.92,ID,2022-05-16 17:08:36
348,The Valley,18.217,-63.0578,few clouds,84.1,76,16,8.19,AI,2022-05-16 17:08:37
349,Samana,19.2056,-69.3369,scattered clouds,86.2,74,40,5.14,DO,2022-05-16 17:08:38
350,Muhoroni,-0.1541,35.1988,light rain,64.1,92,41,1.48,KE,2022-05-16 17:08:39
351,Codroipo,45.96,12.9792,moderate rain,76.7,60,95,4.47,IT,2022-05-16 17:08:39
352,Idritsa,56.3316,28.8988,light rain,48.8,66,77,3.22,RU,2022-05-16 17:08:40
353,Maku,39.2911,44.4521,scattered clouds,55.3,76,44,3.16,IR,2022-05-16 17:08:41
354,Sawakin,19.1059,37.3321,clear sky,86.7,55,0,2.85,SD,2022-05-16 17:08:41
355,Auki,-8.7676,160.7034,overcast clouds,78.0,85,89,1.18,SB,2022-05-16 17:08:42
356,Abu Zabad,12.35,29.25,overcast clouds,94.9,21,85,1.95,SD,2022-05-16 17:08:43
357,Khandyga,62.6667,135.6,overcast clouds,33.4,75,99,2.24,RU,2022-05-16 17:08:43
358,Tuatapere,-46.1333,167.6833,overcast clouds,53.5,94,98,0.94,NZ,2022-05-16 17:08:44
359,Ozernovskiy,51.5,156.5167,clear sky,34.9,84,10,2.27,RU,2022-05-16 17:08:45
360,Fairbanks,64.8378,-147.7164,broken clouds,41.1,81,75,2.06,US,2022-05-16 17:06:54
361,Douglas,41.3,-96.167,clear sky,78.9,38,0,5.14,US,2022-05-16 17:08:45
362,Xiaoweizhai,26.1903,107.5125,broken clouds,56.4,85,62,0.87,CN,2022-05-16 17:08:46
363,Antofagasta,-23.65,-70.4,overcast clouds,61.9,66,97,3.25,CL,2022-05-16 17:08:47
364,Cockburn Town,21.4612,-71.1419,scattered clouds,84.2,65,40,7.72,TC,2022-05-16 17:07:23
365,Capim Grosso,-11.3811,-40.0128,overcast clouds,87.2,44,99,2.85,BR,2022-05-16 17:08:48
366,Pangody,65.85,74.4859,broken clouds,52.0,71,73,4.42,RU,2022-05-16 17:09:49
367,Nanpiao,41.0982,120.7479,broken clouds,57.1,39,65,2.18,CN,2022-05-16 17:09:49
368,Tilichiki,60.4667,166.1,overcast clouds,32.4,98,100,1.81,RU,2022-05-16 17:09:50
369,Lethem,3.3803,-59.7968,overcast clouds,89.4,56,100,3.3,GY,2022-05-16 17:09:51
370,Pak Chong,14.708,101.4161,light rain,73.9,94,100,1.88,TH,2022-05-16 17:09:51
371,Mackenzie,55.2999,-123.1698,mist,48.4,87,100,3.6,CA,2022-05-16 17:09:52
372,Metro,-5.1131,105.3067,overcast clouds,76.4,93,100,3.02,ID,2022-05-16 17:09:53
373,Teya,60.3778,92.6267,clear sky,49.3,89,7,1.09,RU,2022-05-16 17:09:53
374,Aldan,58.6031,125.3894,light snow,25.8,98,100,1.16,RU,2022-05-16 17:09:54
375,Salalah,17.0151,54.0924,few clouds,84.3,79,20,3.6,OM,2022-05-16 17:09:55
376,Yeppoon,-23.1333,150.7333,clear sky,69.6,92,3,2.48,AU,2022-05-16 17:09:56
377,Jeremie,18.65,-74.1167,overcast clouds,85.0,63,100,1.36,HT,2022-05-16 17:09:57
378,Santa Isabel Do Rio Negro,-0.4139,-65.0192,overcast clouds,77.1,96,100,2.03,BR,2022-05-16 17:09:58
379,Coihaique,-45.5752,-72.0662,clear sky,43.4,75,0,2.57,CL,2022-05-16 17:09:58
380,Mountain Home,43.133,-115.6912,clear sky,72.9,38,0,8.75,US,2022-05-16 17:09:59
381,Valera,9.3178,-70.6036,broken clouds,90.1,51,74,1.84,VE,2022-05-16 17:10:00
382,Nantucket,41.2835,-70.0995,mist,64.5,94,100,4.63,US,2022-05-16 17:10:01
383,Alvaraes,-3.2208,-64.8042,light rain,80.5,98,100,1.17,BR,2022-05-16 17:10:01
384,Rey Bouba,8.6724,14.1786,overcast clouds,92.5,39,93,2.59,CM,2022-05-16 17:10:02
385,Okhotsk,59.3833,143.3,snow,32.8,98,100,11.19,RU,2022-05-16 17:10:03
386,Tocopilla,-22.092,-70.1979,clear sky,68.6,65,10,3.47,CL,2022-05-16 17:10:04
387,Ostrovnoy,68.0531,39.5131,overcast clouds,36.5,84,100,7.22,RU,2022-05-16 17:10:05
388,Boende,-0.2167,20.8667,overcast clouds,78.4,77,99,2.04,CD,2022-05-16 17:10:05
389,Angoche,-16.2325,39.9086,light rain,74.6,78,59,3.75,MZ,2022-05-16 17:10:06
390,Lata,40.1629,-8.3327,broken clouds,72.9,59,77,4.1,PT,2022-05-16 17:10:07
391,Comodoro Rivadavia,-45.8667,-67.5,clear sky,55.3,44,0,4.63,AR,2022-05-16 17:10:08
392,Kalmunai,7.4167,81.8167,overcast clouds,83.4,72,95,2.82,LK,2022-05-16 17:10:09
393,Casino,-28.8667,153.05,broken clouds,69.6,98,79,0.95,AU,2022-05-16 17:10:10
394,Mago,53.2514,140.1822,overcast clouds,36.2,98,99,1.46,RU,2022-05-16 17:10:10
395,Tessalit,20.1986,1.0114,few clouds,104.0,10,19,4.32,ML,2022-05-16 17:10:11
396,Shumerlya,55.5005,46.4129,overcast clouds,46.2,94,97,1.92,RU,2022-05-16 17:10:12
397,Severobaykalsk,55.65,109.3167,broken clouds,37.3,74,58,1.36,RU,2022-05-16 17:10:12
398,Coahuayana,18.7333,-103.6833,broken clouds,89.8,33,74,2.67,MX,2022-05-16 17:10:13
399,Jaguaribe,-5.8906,-38.6219,overcast clouds,93.1,40,85,3.88,BR,2022-05-16 17:05:56
400,Tarata,-17.6167,-66.0167,clear sky,72.7,31,0,1.39,BO,2022-05-16 17:10:14
401,Dukat,62.55,155.55,overcast clouds,26.7,99,100,2.42,RU,2022-05-16 17:10:15
402,Manggar,-2.8833,108.2667,scattered clouds,81.8,82,48,2.02,ID,2022-05-16 17:10:16
403,Mackay,-21.15,149.2,scattered clouds,68.7,83,50,3.5,AU,2022-05-16 17:10:16
404,Mount Isa,-20.7333,139.5,clear sky,66.0,55,0,4.63,AU,2022-05-16 17:10:17
405,Kaka,37.3482,59.6143,clear sky,82.5,18,0,2.96,TM,2022-05-16 17:10:18
406,Maragogi,-9.0122,-35.2225,broken clouds,82.4,78,60,3.77,BR,2022-05-16 17:10:18
407,Flinders,-34.5833,150.8552,clear sky,59.1,74,9,1.79,AU,2022-05-16 17:10:19
408,Almeirim,-1.5233,-52.5817,overcast clouds,86.9,65,98,2.65,BR,2022-05-16 17:10:20
409,Yulara,-25.2406,130.9889,broken clouds,58.7,43,81,5.39,AU,2022-05-16 17:10:21
410,Karla,59.3723,24.9275,few clouds,50.1,66,20,6.69,EE,2022-05-16 17:10:21
411,Bogorodskoye,56.55,37.8833,overcast clouds,44.9,81,86,5.42,RU,2022-05-16 17:10:22
412,Fowa,8.9167,6.4,scattered clouds,99.5,29,45,1.2,NG,2022-05-16 17:11:23
413,Irbil,36.1926,44.0106,scattered clouds,73.2,35,40,1.03,IQ,2022-05-16 17:11:24
414,Islamabad,33.7104,73.1338,scattered clouds,91.8,25,29,4.61,PK,2022-05-16 17:11:24
415,Abbeville,50.1,1.8333,few clouds,71.5,78,23,3.13,FR,2022-05-16 17:10:59
416,Ulladulla,-35.35,150.4667,scattered clouds,56.9,65,27,4.54,AU,2022-05-16 17:11:25
417,Tura,25.5198,90.2201,overcast clouds,72.3,98,95,2.35,IN,2022-05-16 17:11:26
418,Goianinha,-6.2647,-35.2125,broken clouds,84.5,72,67,5.24,BR,2022-05-16 17:11:28
419,Mullovka,54.2,49.4,overcast clouds,53.4,80,96,2.5,RU,2022-05-16 17:11:29
420,Whitehorse,60.7161,-135.0538,overcast clouds,40.0,81,100,2.24,CA,2022-05-16 17:09:11
421,Kitui,-1.367,38.0106,overcast clouds,68.3,67,97,3.01,KE,2022-05-16 17:11:30
422,Formosa Do Rio Preto,-11.0483,-45.1931,overcast clouds,94.6,31,99,1.35,BR,2022-05-16 17:11:31
423,Palora,-1.7,-77.9333,light rain,71.7,96,100,0.58,EC,2022-05-16 17:11:32
424,High Rock,26.6208,-78.2833,moderate rain,77.0,75,95,7.74,BS,2022-05-16 17:11:33
425,Abu Kamal,34.4506,40.9171,broken clouds,81.5,26,78,4.54,SY,2022-05-16 17:11:33
426,Coquimbo,-29.9533,-71.3436,scattered clouds,58.7,67,40,3.6,CL,2022-05-16 17:10:48
427,Vilyuysk,63.7553,121.6247,overcast clouds,30.8,73,97,1.16,RU,2022-05-16 17:11:34
428,Huarmey,-10.0681,-78.1522,overcast clouds,71.4,69,88,4.26,PE,2022-05-16 17:11:35
429,Nanfeng,23.7434,111.7959,few clouds,60.4,97,21,0.7,CN,2022-05-16 17:11:36
430,Pimenta Bueno,-11.6725,-61.1936,overcast clouds,81.9,66,100,3.21,BR,2022-05-16 17:11:36
431,Annau,37.8876,58.516,clear sky,83.3,25,0,3.81,TM,2022-05-16 17:11:37
432,Banda Aceh,5.5577,95.3222,overcast clouds,81.6,79,99,3.5,ID,2022-05-16 17:11:38
433,Kljajicevo,45.7704,19.2777,scattered clouds,76.9,49,38,2.09,RS,2022-05-16 17:11:38
434,Sayan,-11.1361,-77.1933,broken clouds,82.1,30,63,3.97,PE,2022-05-16 17:11:39
435,Alofi,-19.0595,-169.9187,broken clouds,73.3,83,75,4.12,NU,2022-05-16 17:11:40
436,Honningsvag,70.9821,25.9704,broken clouds,37.1,75,75,5.66,NO,2022-05-16 17:11:41
437,Majene,-3.5403,118.9707,overcast clouds,77.4,86,95,2.4,ID,2022-05-16 17:11:41
438,Ayan,56.45,138.1667,overcast clouds,31.9,97,99,3.43,RU,2022-05-16 17:11:42
439,Rodeo,38.033,-122.2669,few clouds,70.2,70,20,5.66,US,2022-05-16 17:11:43
440,Rundu,-17.9333,19.7667,clear sky,65.8,29,5,2.71,NA,2022-05-16 17:11:44
441,Huinan,42.6225,126.2614,clear sky,44.5,49,1,2.39,CN,2022-05-16 17:11:44
442,Cayenne,4.9333,-52.3333,mist,80.1,1,75,1.54,GF,2022-05-16 17:11:45
443,Dongsheng,39.8161,109.9776,scattered clouds,57.4,13,47,6.56,CN,2022-05-16 17:11:46
444,Lyubech,51.7026,30.6569,broken clouds,51.0,63,63,3.17,UA,2022-05-16 17:10:17
445,Galesong,-5.3166,119.3661,overcast clouds,75.2,82,98,2.37,ID,2022-05-16 17:11:47
446,Bengkulu,-3.8004,102.2655,overcast clouds,78.3,89,100,1.82,ID,2022-05-16 17:11:48
447,Tateyama,34.9833,139.8667,overcast clouds,60.1,90,100,6.67,JP,2022-05-16 17:11:49
448,Brae,60.3964,-1.353,few clouds,49.1,74,17,8.76,GB,2022-05-16 17:11:49
449,Baiyin,36.5583,104.2081,scattered clouds,57.4,14,46,3.76,CN,2022-05-16 17:11:50
450,Saint-Georges,12.0564,-61.7485,scattered clouds,83.9,79,40,13.38,GD,2022-05-16 17:11:51
451,Beloha,-25.1667,45.05,scattered clouds,69.0,79,31,7.07,MG,2022-05-16 17:11:51
452,Suzhou,31.3114,120.6181,broken clouds,63.4,56,65,3.32,CN,2022-05-16 17:11:52
453,Rincon,32.296,-81.2354,few clouds,88.9,45,20,2.57,US,2022-05-16 17:09:36
454,Ushtobe,45.2514,77.9838,scattered clouds,66.6,43,31,3.57,KZ,2022-05-16 17:11:53
455,Tautira,-17.7333,-149.15,light rain,80.1,76,27,7.61,PF,2022-05-16 17:11:54
456,Nokaneng,-19.6667,22.2667,scattered clouds,70.5,34,30,3.59,BW,2022-05-16 17:11:55
457,Agirish,61.9247,63.0231,scattered clouds,50.0,66,47,1.33,RU,2022-05-16 17:12:55
458,Kruisfontein,-34.0033,24.7314,clear sky,71.9,31,0,2.44,ZA,2022-05-16 17:12:56
459,Ballina,-28.8667,153.5667,broken clouds,69.8,92,80,3.52,AU,2022-05-16 17:12:57
460,Havoysund,70.9963,24.6622,overcast clouds,37.6,66,100,9.18,NO,2022-05-16 17:12:57
461,Tairua,-37.0167,175.85,broken clouds,63.0,94,65,2.13,NZ,2022-05-16 17:12:58
462,Muravlenko,63.7898,74.523,overcast clouds,55.1,63,95,3.25,RU,2022-05-16 17:12:59
