City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
463,Sibolga,1.7427,98.7792,overcast clouds,78.0,84,100,1.48,ID,2022-05-16 17:12:59
464,Umm Bab,25.2142,50.8072,clear sky,88.0,29,0,3.35,QA,2022-05-16 17:13:00
465,Voh,-20.9667,164.7,few clouds,69.9,90,16,2.41,NC,2022-05-16 17:13:01
466,Bellavista,-7.0561,-76.5911,broken clouds,83.7,79,75,1.54,PE,2022-05-16 17:13:01
467,Moose Factory,51.2585,-80.6094,overcast clouds,57.4,51,98,3.99,CA,2022-05-16 17:13:02
468,Junin,-34.5838,-60.9433,overcast clouds,58.2,49,87,7.77,AR,2022-05-16 17:10:14
469,Formosa,-26.1775,-58.1781,clear sky,62.6,39,0,5.66,AR,2022-05-16 17:11:07
470,Westport,41.1415,-73.3579,clear sky,80.4,84,0,2.57,US,2022-05-16 17:10:49
471,Praya,14.9215,-23.5087,clear sky,88.3,35,0,12.35,CV,2022-05-16 17:13:04
472,Kulhudhuffushi,6.6221,73.07,overcast clouds,80.9,86,100,11.87,MV,2022-05-16 17:13:05
473,Shimoda,34.6667,138.95,light rain,60.3,91,100,2.44,JP,2022-05-16 17:13:05
474,Aksu,41.1231,80.2644,broken clouds,69.0,37,55,7.57,CN,2022-05-16 17:13:06
475,Novovarshavka,54.1721,74.6946,broken clouds,65.4,52,56,7.31,RU,2022-05-16 17:13:07
476,Riberalta,-10.9833,-66.1,broken clouds,75.4,83,75,7.2,BO,2022-05-16 17:13:07
477,Deputatskiy,69.3,139.9,light snow,17.4,97,100,0.77,RU,2022-05-16 17:13:08
478,Buj,58.4786,41.53,overcast clouds,47.2,98,100,1.46,RU,2022-05-16 17:13:09
479,Maine-Soroa,13.2114,12.0241,few clouds,97.4,12,12,5.45,NE,2022-05-16 17:13:09
480,Ruwi,23.5996,58.5507,clear sky,89.3,32,0,2.18,OM,2022-05-16 17:13:10
481,Ternate,0.8,127.4,broken clouds,81.0,80,84,1.53,ID,2022-05-16 17:13:11
482,Fayaoue,-20.65,166.5333,broken clouds,76.7,80,66,7.76,NC,2022-05-16 17:13:11
483,Zharkent,44.1628,80.0,broken clouds,71.2,41,61,0.4,KZ,2022-05-16 17:13:12
484,Slavutych,51.5196,30.7343,broken clouds,52.7,57,59,2.97,UA,2022-05-16 17:13:13
485,Fuyu,45.1833,124.8167,scattered clouds,55.6,31,28,4.7,CN,2022-05-16 17:13:13
486,Birao,10.2849,22.7882,broken clouds,94.7,29,65,1.51,CF,2022-05-16 17:13:14
487,Boysun,38.2061,67.1986,few clouds,67.8,44,24,1.28,UZ,2022-05-16 17:13:15
488,Ust-Nera,64.5667,143.2,overcast clouds,27.1,95,87,2.21,RU,2022-05-16 17:13:15
489,Fallon,39.4735,-118.7774,scattered clouds,75.9,24,40,0.0,US,2022-05-16 17:13:16
490,Ordzhonikidze,52.4411,61.7408,few clouds,55.6,66,21,6.5,KZ,2022-05-16 17:13:17
491,Pavlodar,52.3,76.95,clear sky,62.4,59,0,5.0,KZ,2022-05-16 17:13:18
492,Kashi,39.4547,75.9797,overcast clouds,72.5,29,91,1.92,CN,2022-05-16 17:13:19
493,Xiaoshan,30.1675,120.2588,clear sky,62.5,63,0,0.0,CN,2022-05-16 17:13:19
494,Itarema,-2.9248,-39.9167,broken clouds,84.4,71,56,6.46,BR,2022-05-16 17:13:20
495,Maniitsoq,65.4167,-52.9,clear sky,32.8,68,0,4.53,GL,2022-05-16 17:13:21
496,Porbandar,21.6422,69.6093,clear sky,83.7,72,4,6.82,IN,2022-05-16 17:13:21
497,Porto Novo,6.4965,2.6036,overcast clouds,85.0,71,100,4.51,BJ,2022-05-16 17:13:22
498,Quatre Cocos,-20.2078,57.7625,broken clouds,75.1,69,80,6.81,MU,2022-05-16 17:13:23
499,Nigde,37.8333,34.75,scattered clouds,56.3,59,39,2.44,TR,2022-05-16 17:10:32
500,Vallenar,-28.5708,-70.7581,clear sky,75.4,23,0,2.02,CL,2022-05-16 17:13:24
501,Krapivinskiy,54.9992,86.8133,broken clouds,58.6,55,71,1.63,RU,2022-05-16 17:13:24
502,Leh,34.1667,77.5833,broken clouds,49.7,36,63,2.38,IN,2022-05-16 17:13:25
503,Bethal,-26.4579,29.4655,scattered clouds,51.5,74,45,2.39,ZA,2022-05-16 17:13:26
504,Kutum,14.2,24.6667,scattered clouds,87.7,17,35,4.57,SD,2022-05-16 17:14:26
505,Monte Azul Paulista,-20.9072,-48.6414,broken clouds,72.0,59,79,5.18,BR,2022-05-16 17:14:27
506,Kailua,21.4022,-157.7394,overcast clouds,76.1,86,100,2.57,US,2022-05-16 17:11:09
507,Saint-Augustin,51.226,-58.6502,overcast clouds,42.3,57,100,4.37,CA,2022-05-16 17:14:28
508,Roma,43.2128,-75.4557,broken clouds,76.5,67,75,2.57,US,2022-05-16 17:14:29
509,Buraydah,26.326,43.975,clear sky,95.8,10,0,4.95,SA,2022-05-16 17:14:30
510,Safaga,26.7292,33.9365,overcast clouds,85.9,24,93,9.29,EG,2022-05-16 17:14:30
511,Tucuman,-26.8241,-65.2226,broken clouds,57.2,67,75,2.06,AR,2022-05-16 17:14:31
512,Sivas,39.7916,37.0019,few clouds,50.6,66,20,3.09,TR,2022-05-16 17:14:32
513,Emmauss,56.7805,36.115,light rain,43.9,89,99,4.82,RU,2022-05-16 17:14:32
514,Sao Filipe,14.8961,-24.4956,broken clouds,79.2,61,53,3.3,CV,2022-05-16 17:14:33
515,Pierre,44.3683,-100.351,clear sky,75.1,35,0,4.47,US,2022-05-16 17:14:34
516,Bako,5.7833,36.5667,scattered clouds,66.2,71,31,2.43,ET,2022-05-16 17:11:29
517,Marabba,12.35,32.1833,few clouds,98.7,25,13,2.81,SD,2022-05-16 17:14:35
518,Barcelos,41.5388,-8.6151,scattered clouds,69.9,71,37,5.59,PT,2022-05-16 17:14:36
519,Leningradskiy,69.3833,178.4167,broken clouds,16.1,94,74,3.45,RU,2022-05-16 17:14:36
520,Camocim,-2.9022,-40.8411,scattered clouds,86.1,66,40,4.93,BR,2022-05-16 17:14:37
521,Birjand,32.8663,59.2211,clear sky,76.2,10,0,1.82,IR,2022-05-16 17:14:38
522,Orsha,54.5153,30.4053,scattered clouds,48.8,61,49,6.1,BY,2022-05-16 17:14:39
523,Shubarkuduk,49.1447,56.4872,broken clouds,56.5,67,55,2.49,KZ,2022-05-16 17:14:39
524,Maldonado,-34.6667,-54.9167,overcast clouds,57.2,85,97,9.92,UY,2022-05-16 17:10:27
525,Campo Grande,-20.4428,-54.6464,scattered clouds,65.7,59,40,5.14,BR,2022-05-16 17:14:40
526,Williston,48.147,-103.618,broken clouds,66.9,50,63,1.34,US,2022-05-16 17:14:41
527,Esperance,-33.8667,121.9,clear sky,55.8,72,0,6.35,AU,2022-05-16 17:14:42
528,Canutama,-6.5339,-64.3831,light rain,76.8,96,100,2.32,BR,2022-05-16 17:14:42
529,Tommot,58.9564,126.2925,light snow,26.7,99,96,1.25,RU,2022-05-16 17:14:43
530,Innisfail,-17.5333,146.0333,clear sky,69.5,81,0,1.69,AU,2022-05-16 17:10:51
531,Mayo,38.8876,-76.5119,scattered clouds,75.2,89,40,3.6,US,2022-05-16 17:14:44
532,Kurumkan,54.3,110.3,scattered clouds,50.1,51,32,2.17,RU,2022-05-16 17:14:45
533,Soyo,-6.1349,12.3689,overcast clouds,79.6,84,98,3.5,AO,2022-05-16 17:14:46
534,Naron,43.5167,-8.1528,scattered clouds,72.4,57,34,5.28,ES,2022-05-16 17:14:46
535,Iguguno,-4.5697,34.6275,overcast clouds,72.0,53,88,3.97,TZ,2022-05-16 17:14:47
536,Dandong,40.1292,124.3947,clear sky,49.5,87,1,1.41,CN,2022-05-16 17:14:48
537,Garissa,-0.4536,39.6401,broken clouds,81.4,55,51,8.66,KE,2022-05-16 17:14:49
538,Akyab,20.15,92.9,broken clouds,85.0,79,71,2.75,MM,2022-05-16 17:14:49
539,Muriae,-21.1306,-42.3664,broken clouds,82.4,56,77,3.62,BR,2022-05-16 17:14:50
540,Pisco,-13.7,-76.2167,few clouds,70.0,68,12,3.09,PE,2022-05-16 17:14:51
541,Diamantino,-14.4086,-56.4461,overcast clouds,69.7,85,100,4.55,BR,2022-05-16 17:10:17
542,Ritchie,-29.038,24.6028,clear sky,67.0,35,0,4.45,ZA,2022-05-16 17:14:52
543,Ambilobe,-13.2,49.05,clear sky,72.6,84,2,0.97,MG,2022-05-16 17:14:52
544,Pacific Grove,36.6177,-121.9166,overcast clouds,63.4,85,100,4.63,US,2022-05-16 17:14:35
545,Kuminskiy,58.6667,66.5667,overcast clouds,51.8,88,87,2.07,RU,2022-05-16 17:14:53
546,Viedma,-40.8135,-62.9967,broken clouds,54.0,59,53,6.26,AR,2022-05-16 17:14:54
547,Hinton,53.4001,-117.5857,broken clouds,56.3,48,79,2.51,CA,2022-05-16 17:14:55
548,Praia Da Vitoria,38.7333,-27.0667,light intensity shower rain,62.9,77,40,9.5,PT,2022-05-16 17:15:56
549,Gat,31.61,34.7642,overcast clouds,71.4,100,100,1.52,IL,2022-05-16 17:15:56
550,Narsaq,60.9167,-46.05,overcast clouds,52.0,55,99,1.85,GL,2022-05-16 17:15:57
551,Chicama,-7.8447,-79.1469,broken clouds,64.9,60,58,4.03,PE,2022-05-16 17:15:58
552,Kautokeino,69.0125,23.0412,overcast clouds,31.2,77,100,9.21,NO,2022-05-16 17:15:59
553,Tasiilaq,65.6145,-37.6368,overcast clouds,37.6,98,100,4.42,GL,2022-05-16 17:15:59
554,Mocuba,-16.8392,36.9856,light rain,66.3,97,49,1.55,MZ,2022-05-16 17:16:00
555,Kabanjahe,3.1001,98.4908,overcast clouds,63.0,84,99,0.7,ID,2022-05-16 17:16:00
556,Sinnamary,5.3833,-52.95,overcast clouds,83.3,78,98,4.72,GF,2022-05-16 17:16:01
557,Mareeba,-17.0,145.4333,clear sky,65.4,93,1,0.64,AU,2022-05-16 17:16:02
558,Ontario,34.0633,-117.6509,clear sky,86.4,58,0,3.6,US,2022-05-16 17:15:11
559,Presidencia Roque Saenz Pena,-26.7852,-60.4388,clear sky,63.0,29,0,5.49,AR,2022-05-16 17:16:03
560,Norsup,-16.0667,167.3833,broken clouds,76.9,80,69,4.01,VU,2022-05-16 17:16:04
561,Ampanihy,-24.7,44.75,clear sky,68.8,75,6,6.91,MG,2022-05-16 17:16:04
562,Surazh,53.0175,32.3918,scattered clouds,48.3,63,39,5.45,RU,2022-05-16 17:16:05
563,Korla,41.7597,86.1469,overcast clouds,74.1,30,100,4.23,CN,2022-05-16 17:16:06
564,Murmansk,68.0,34.0,overcast clouds,35.9,79,100,3.64,RU,2022-05-16 17:16:07
565,Ridgecrest,35.6225,-117.6709,few clouds,87.7,14,20,1.54,US,2022-05-16 17:16:07
566,Karasjok,69.4719,25.5112,light snow,33.7,90,100,6.69,NO,2022-05-16 17:16:08
567,Kaohsiung,22.6163,120.3133,mist,67.9,94,75,3.09,TW,2022-05-16 17:16:09
568,Lucapa,-8.4192,20.7447,few clouds,75.6,43,17,0.96,AO,2022-05-16 17:16:10
569,Jutai,-5.1833,-68.9,overcast clouds,76.4,94,99,0.42,BR,2022-05-16 17:16:10
570,Tomatlan,19.9333,-105.25,overcast clouds,89.3,32,98,3.12,MX,2022-05-16 17:16:11
571,Copiapo,-27.3667,-70.3333,few clouds,60.5,29,13,2.99,CL,2022-05-16 17:16:12
572,Goderich,43.7501,-81.7165,overcast clouds,53.9,87,99,3.6,CA,2022-05-16 17:16:13
573,Baker City,44.7749,-117.8344,clear sky,58.6,71,0,5.14,US,2022-05-16 17:13:04
574,Manakara,-22.1333,48.0167,moderate rain,70.1,88,73,3.32,MG,2022-05-16 17:16:14
575,Guarapari,-20.6667,-40.4975,overcast clouds,74.7,82,86,1.51,BR,2022-05-16 17:16:15
576,Conde,-7.2597,-34.9075,scattered clouds,83.7,79,40,6.69,BR,2022-05-16 17:16:16
577,Bonthe,7.5264,-12.505,light rain,84.4,72,100,3.38,SL,2022-05-16 17:16:16
578,Vermilion,40.1667,-87.7506,scattered clouds,78.6,45,40,6.17,US,2022-05-16 17:16:17
579,Olafsvik,64.8945,-23.7142,overcast clouds,51.2,71,87,3.62,IS,2022-05-16 17:16:18
580,Manono,-7.3,27.4167,broken clouds,77.1,59,56,2.62,CD,2022-05-16 17:16:18
581,Acajutla,13.5928,-89.8275,overcast clouds,89.9,52,94,3.82,SV,2022-05-16 17:16:19
582,Letka,59.6011,49.4232,scattered clouds,48.0,81,37,1.12,RU,2022-05-16 17:16:20
583,Nuevo Progreso,23.1667,-97.95,clear sky,90.5,42,1,6.2,MX,2022-05-16 17:16:20
584,Ngunguru,-35.6167,174.5,broken clouds,62.1,91,51,3.38,NZ,2022-05-16 17:16:21
585,Yazman,29.1212,71.7446,clear sky,96.1,13,0,4.01,PK,2022-05-16 17:16:22
586,Marienburg,54.0359,19.0266,overcast clouds,57.6,74,98,4.61,PL,2022-05-16 17:16:23
587,Quesnel,52.9999,-122.5029,scattered clouds,59.5,51,40,10.29,CA,2022-05-16 17:16:23
588,Sandpoint,48.2766,-116.5533,scattered clouds,61.9,69,40,4.63,US,2022-05-16 17:13:09
589,Moroni,-11.7022,43.2551,broken clouds,78.0,78,62,6.09,KM,2022-05-16 17:16:24
590,Loralai,30.3705,68.598,few clouds,79.8,15,17,2.59,PK,2022-05-16 17:16:25
591,Ambon,-3.6954,128.1814,scattered clouds,75.3,94,40,1.54,ID,2022-05-16 17:16:26
592,Umm Kaddadah,13.6017,26.6876,few clouds,92.0,14,11,4.52,SD,2022-05-16 17:17:26
593,Morondava,-20.2833,44.2833,clear sky,77.6,66,5,6.23,MG,2022-05-16 17:17:27
594,Pochutla,15.7432,-96.4661,clear sky,94.8,42,4,3.81,MX,2022-05-16 17:17:28
595,Wanning,18.8003,110.3967,overcast clouds,72.0,91,99,6.13,CN,2022-05-16 17:17:29
596,Filingue,14.3521,3.3168,few clouds,106.0,7,21,3.76,NE,2022-05-16 17:17:29
597,Kitsuki,33.4167,131.6167,overcast clouds,58.4,67,100,1.7,JP,2022-05-16 17:17:30
598,Waconia,44.8508,-93.7869,clear sky,69.4,41,1,4.02,US,2022-05-16 17:17:31
599,Batemans Bay,-35.7167,150.1833,clear sky,58.1,67,3,3.34,AU,2022-05-16 17:17:31
600,Longview,32.5007,-94.7405,clear sky,86.3,60,0,3.09,US,2022-05-16 17:16:50
601,Ko Samui,9.5357,99.9357,overcast clouds,83.8,75,98,7.25,TH,2022-05-16 17:17:33
602,Korgen,66.0771,13.8153,overcast clouds,43.2,67,91,2.62,NO,2022-05-16 17:17:33
603,Husavik,66.0449,-17.3389,broken clouds,57.2,55,78,5.91,IS,2022-05-16 17:17:34
604,Sibu,2.3,111.8167,scattered clouds,77.3,100,40,1.03,MY,2022-05-16 17:17:35
605,Balkhash,46.844,74.9804,scattered clouds,68.4,37,39,2.22,KZ,2022-05-16 17:17:35
606,Voyvozh,62.892,54.9635,overcast clouds,41.3,88,96,3.49,RU,2022-05-16 17:17:36
607,Jeremoabo,-10.075,-38.4808,broken clouds,90.9,40,84,3.45,BR,2022-05-16 17:17:37
608,Malartic,48.1335,-78.1328,overcast clouds,64.0,49,100,0.42,CA,2022-05-16 17:17:37
609,Gillette,44.2911,-105.5022,clear sky,70.9,45,0,3.6,US,2022-05-16 17:16:37
610,Taltal,-25.4,-70.4833,overcast clouds,64.7,69,100,3.23,CL,2022-05-16 17:17:38
611,Saint-Denis,48.9167,2.3333,clear sky,77.6,41,0,2.06,FR,2022-05-16 17:17:39
612,Uwajima,33.2238,132.56,light rain,58.6,72,100,1.5,JP,2022-05-16 17:17:40
613,Sao Felix Do Xingu,-6.6447,-51.995,overcast clouds,86.1,64,100,1.32,BR,2022-05-16 17:17:40
614,Isangel,-19.55,169.2667,broken clouds,75.7,80,81,7.16,VU,2022-05-16 17:17:41
615,Kyzyl-Suu,42.3414,78.0056,broken clouds,51.8,59,75,3.18,KG,2022-05-16 17:17:42
616,Izvoarele Sucevei,47.75,25.1833,broken clouds,53.0,84,78,1.46,RO,2022-05-16 17:17:43
617,Havre-Saint-Pierre,50.2334,-63.5986,overcast clouds,39.6,100,100,8.23,CA,2022-05-16 17:17:43
618,Savannakhet,16.566,104.751,overcast clouds,69.3,86,100,3.36,LA,2022-05-16 17:17:44
619,Uddiawan,16.5589,121.1512,overcast clouds,73.8,98,100,0.07,PH,2022-05-16 17:17:45
620,Caceres,39.522,-6.3748,few clouds,80.6,33,16,5.37,ES,2022-05-16 17:17:45
621,Naze,28.3667,129.4833,light rain,59.9,89,100,4.6,JP,2022-05-16 17:17:46
622,Kaputa,-8.4689,29.6619,few clouds,72.9,69,17,0.68,ZM,2022-05-16 17:17:47
623,Cabo Rojo,18.0866,-67.1457,broken clouds,89.3,63,56,3.13,PR,2022-05-16 17:17:47
624,Lakes Entrance,-37.8811,147.981,clear sky,44.2,81,6,4.68,AU,2022-05-16 17:17:48
625,Hirado,33.3597,129.5531,overcast clouds,55.4,54,100,3.18,JP,2022-05-16 17:17:49
626,Beauvais,49.4167,2.0,clear sky,77.2,43,0,3.09,FR,2022-05-16 17:17:50
627,Funadhoo,6.15,73.2667,overcast clouds,82.3,83,100,12.28,MV,2022-05-16 17:17:51
628,Esmeraldas,-19.7625,-44.3139,broken clouds,80.7,49,69,4.15,BR,2022-05-16 17:17:51
629,Tocache,-8.1842,-76.5125,overcast clouds,72.0,99,98,0.07,PE,2022-05-16 17:17:52
630,Murakami,38.2333,139.4833,overcast clouds,53.3,85,99,1.68,JP,2022-05-16 17:17:53
631,Naruja,41.9069,41.9542,scattered clouds,55.7,84,29,1.23,GE,2022-05-16 17:17:54
632,Vanavara,60.34,102.2797,overcast clouds,57.2,52,100,1.15,RU,2022-05-16 17:17:54
633,Barda,40.3744,47.1267,overcast clouds,61.9,61,100,6.58,AZ,2022-05-16 17:17:55
634,Tucano,-10.9631,-38.7867,overcast clouds,88.6,48,100,2.35,BR,2022-05-16 17:17:56
635,Saveh,35.0213,50.3566,clear sky,82.5,8,2,8.27,IR,2022-05-16 17:17:56
636,Port Hueneme,34.1478,-119.1951,haze,75.4,76,100,2.57,US,2022-05-16 17:16:38
637,Mehran,33.1222,46.1646,clear sky,83.3,20,0,6.05,IR,2022-05-16 17:17:57
638,Margate,51.3813,1.3862,few clouds,68.1,78,13,7.43,GB,2022-05-16 17:17:58
639,Rio Esteban,15.8333,-86.3,broken clouds,87.9,58,69,2.49,HN,2022-05-16 17:17:59
640,Mbanza-Ngungu,-5.25,14.8667,overcast clouds,75.7,75,96,0.82,CD,2022-05-16 17:18:59
641,Oktyabrskoye,43.0645,44.7417,broken clouds,57.3,67,75,2.0,RU,2022-05-16 17:19:00
642,Hyderabad,17.3753,78.4744,scattered clouds,89.1,51,40,3.09,IN,2022-05-16 17:14:05
643,Hami,42.8,93.45,overcast clouds,74.8,20,100,6.09,CN,2022-05-16 17:19:01
644,Amravati,20.9333,77.75,clear sky,97.8,17,2,2.34,IN,2022-05-16 17:19:02
645,Arlit,18.7369,7.3853,clear sky,100.3,6,4,5.44,NE,2022-05-16 17:16:01
646,Balabac,7.9868,117.0645,overcast clouds,81.6,78,100,1.59,PH,2022-05-16 17:19:03
647,Areosa,41.7178,-8.8571,few clouds,65.0,79,19,6.88,PT,2022-05-16 17:19:04
648,Grand-Santi,4.25,-54.3833,moderate rain,81.8,89,100,2.02,GF,2022-05-16 17:19:05
649,Posse,-14.0931,-46.3694,few clouds,90.7,29,23,1.53,BR,2022-05-16 17:19:05
650,Yar-Sale,66.8333,70.8333,broken clouds,36.5,99,81,1.13,RU,2022-05-16 17:19:06
651,Necochea,-38.5473,-58.7368,overcast clouds,51.5,69,85,10.37,AR,2022-05-16 17:16:05
652,Emilio Carranza,19.9711,-96.6114,clear sky,85.8,58,2,4.81,MX,2022-05-16 17:19:07
653,Plettenberg Bay,-34.0527,23.3716,clear sky,68.5,42,0,1.97,ZA,2022-05-16 17:19:08
654,Araouane,18.9048,-3.5265,clear sky,105.1,6,1,1.29,ML,2022-05-16 17:19:09
655,Sol-Iletsk,51.1631,54.9918,overcast clouds,53.4,74,87,3.38,RU,2022-05-16 17:19:09
656,Yaan,7.3833,8.5667,broken clouds,92.1,43,64,2.64,NG,2022-05-16 17:19:10
657,Oktyabrskiy,54.4815,53.471,broken clouds,48.3,89,67,2.71,RU,2022-05-16 17:19:11
658,Qasigiannguit,68.8193,-51.1922,clear sky,34.1,75,6,1.2,GL,2022-05-16 17:19:11
659,San Ramon,37.7799,-121.978,few clouds,66.6,72,20,5.14,US,2022-05-16 17:17:56
660,Kangaatsiaq,68.3065,-53.4641,few clouds,28.0,75,13,3.46,GL,2022-05-16 17:19:12
661,Uruzgan,32.8333,66.0,clear sky,75.0,16,0,1.73,AF,2022-05-16 17:19:13
662,Mykolayivka,47.5414,30.7561,broken clouds,58.9,64,68,2.8,UA,2022-05-16 17:19:14
663,Basco,20.4487,121.9702,heavy intensity rain,79.8,82,99,9.99,PH,2022-05-16 17:19:14
664,Xingyi,24.1877,102.817,overcast clouds,52.5,95,100,1.18,CN,2022-05-16 17:19:15
665,Pont-Rouge,46.7566,-71.6978,overcast clouds,68.4,84,100,2.27,CA,2022-05-16 17:15:16
666,Euclides Da Cunha,-10.5075,-39.0158,overcast clouds,85.7,49,100,3.18,BR,2022-05-16 17:19:16
667,Campo Verde,-20.4167,-54.0667,broken clouds,70.3,46,60,4.78,BR,2022-05-16 17:19:17
668,Pathein,16.7833,94.7333,overcast clouds,81.7,84,100,3.11,MM,2022-05-16 17:19:18
669,Arawa,-6.2132,155.5367,few clouds,75.9,91,18,0.93,PG,2022-05-16 17:19:18
670,Ancud,-41.8697,-73.8203,scattered clouds,53.8,56,44,3.59,CL,2022-05-16 17:19:19
671,Yarmouth,41.7057,-70.2286,haze,76.6,83,75,4.47,US,2022-05-16 17:19:20
672,Dinguiraye,11.3,-10.7167,broken clouds,100.3,19,60,2.71,GN,2022-05-16 17:18:10
673,Goba,7.0167,39.9833,few clouds,50.2,90,23,3.08,ET,2022-05-16 17:19:21
674,La Malbaie,47.6575,-70.1559,overcast clouds,57.7,84,100,2.98,CA,2022-05-16 17:19:03
675,Waddan,29.1614,16.139,scattered clouds,88.8,10,38,1.93,LY,2022-05-16 17:19:22
676,Sobolevo,54.4299,31.8996,scattered clouds,47.2,71,47,3.34,RU,2022-05-16 17:19:23
677,Te Horo,-40.8084,175.1233,overcast clouds,62.8,93,98,1.79,NZ,2022-05-16 17:19:23
678,Nichinan,31.6,131.3667,light rain,59.6,86,100,1.79,JP,2022-05-16 17:19:24
679,Itoman,26.1247,127.6694,light rain,64.8,94,100,4.63,JP,2022-05-16 17:19:25
680,Jipijapa,-1.3333,-80.5833,overcast clouds,76.5,67,96,1.23,EC,2022-05-16 17:19:25
681,Bud,39.447,-86.1758,clear sky,75.1,51,1,4.67,US,2022-05-16 17:19:26
682,Ambulu,-8.345,113.6058,scattered clouds,76.3,88,33,1.35,ID,2022-05-16 17:19:27
683,Bellary,15.15,76.9333,light rain,92.4,40,41,3.32,IN,2022-05-16 17:19:27
684,Mandalgovi,45.7625,106.2708,clear sky,56.8,19,4,4.1,MN,2022-05-16 17:19:28
685,Winnemucca,40.973,-117.7357,clear sky,71.7,30,0,4.63,US,2022-05-16 17:19:29
686,Wajir,1.7471,40.0573,overcast clouds,81.9,59,100,6.92,KE,2022-05-16 17:20:30
687,Benguela,-12.5763,13.4055,scattered clouds,78.8,71,31,2.62,AO,2022-05-16 17:20:30
688,Karratha,-20.7377,116.8463,overcast clouds,74.1,76,99,3.99,AU,2022-05-16 17:20:31
689,Rennes,48.1667,-1.6667,clear sky,73.4,53,0,3.6,FR,2022-05-16 17:19:58
690,Labuhan,-6.8844,112.2051,overcast clouds,79.9,83,100,2.72,ID,2022-05-16 17:20:32
691,Bulungu,-4.55,18.6,scattered clouds,80.0,63,41,0.82,CD,2022-05-16 17:20:33
692,Kasongo-Lunda,-6.4667,16.8167,broken clouds,77.3,61,74,1.02,CD,2022-05-16 17:20:33
693,Kinsale,51.7075,-8.5306,broken clouds,58.4,88,75,6.17,IE,2022-05-16 17:20:34
694,Vuktyl,63.8567,57.3094,overcast clouds,42.8,87,100,3.66,RU,2022-05-16 17:20:35
695,Dolinsk,47.35,142.8,broken clouds,43.7,94,72,3.92,RU,2022-05-16 17:20:35
696,Khandbari,27.3747,87.2039,broken clouds,71.2,81,72,1.79,NP,2022-05-16 17:20:36
